strain,sex,id,replicate,drug,dose,dosecode,cells,viability
"BTBR T+ tf/J",m,DOX_629,1,doxorubicin,11.111,D,"B cells",5.07
"BTBR T+ tf/J",m,DOX_630,2,doxorubicin,11.111,D,"B cells",3.83
"BTBR T+ tf/J",m,DOX_631,3,doxorubicin,11.111,D,"B cells",5.73
"BTBR T+ tf/J",m,DOX_632,4,doxorubicin,11.111,D,"B cells",19.18
"BTBR T+ tf/J",m,DOX_637,1,doxorubicin,100,E,"B cells",1.78
"BTBR T+ tf/J",m,DOX_638,2,doxorubicin,100,E,"B cells",2.02
"BTBR T+ tf/J",m,DOX_639,3,doxorubicin,100,E,"B cells",3.62
"BTBR T+ tf/J",m,DOX_640,4,doxorubicin,100,E,"B cells",3.24
"BTBR T+ tf/J",m,DOX_641,1,doxorubicin,0,ctrl,monocytes,92.40
"BTBR T+ tf/J",m,DOX_642,2,doxorubicin,0,ctrl,monocytes,91.95
"BTBR T+ tf/J",m,DOX_643,3,doxorubicin,0,ctrl,monocytes,112.92
"BTBR T+ tf/J",m,DOX_644,4,doxorubicin,0,ctrl,monocytes,102.73
"BTBR T+ tf/J",m,DOX_649,1,doxorubicin,0.046,A,monocytes,86.41
"BTBR T+ tf/J",m,DOX_650,2,doxorubicin,0.046,A,monocytes,81.47
"BTBR T+ tf/J",m,DOX_651,3,doxorubicin,0.046,A,monocytes,98.69
"BTBR T+ tf/J",m,DOX_652,4,doxorubicin,0.046,A,monocytes,109.92
"BTBR T+ tf/J",m,DOX_653,1,doxorubicin,0.137,B,monocytes,85.96
"BTBR T+ tf/J",m,DOX_654,2,doxorubicin,0.137,B,monocytes,76.23
"BTBR T+ tf/J",m,DOX_655,3,doxorubicin,0.137,B,monocytes,70.98
"BTBR T+ tf/J",m,DOX_656,4,doxorubicin,0.137,B,monocytes,68.14
"BTBR T+ tf/J",m,DOX_661,1,doxorubicin,1.235,C,monocytes,63.20
"BTBR T+ tf/J",m,DOX_662,2,doxorubicin,1.235,C,monocytes,62.60
"BTBR T+ tf/J",m,DOX_663,3,doxorubicin,1.235,C,monocytes,37.44
"BTBR T+ tf/J",m,DOX_664,4,doxorubicin,1.235,C,monocytes,52.41
"BTBR T+ tf/J",m,DOX_669,1,doxorubicin,11.111,D,monocytes,19.32
"BTBR T+ tf/J",m,DOX_670,2,doxorubicin,11.111,D,monocytes,17.07
"BTBR T+ tf/J",m,DOX_671,3,doxorubicin,11.111,D,monocytes,16.62
"BTBR T+ tf/J",m,DOX_672,4,doxorubicin,11.111,D,monocytes,33.85
"BTBR T+ tf/J",m,DOX_677,1,doxorubicin,100,E,monocytes,5.38
"BTBR T+ tf/J",m,DOX_678,2,doxorubicin,100,E,monocytes,5.92
"BTBR T+ tf/J",m,DOX_679,3,doxorubicin,100,E,monocytes,9.20
"BTBR T+ tf/J",m,DOX_680,4,doxorubicin,100,E,monocytes,11.52
"BTBR T+ tf/J",m,DOX_681,1,doxorubicin,0,ctrl,"T cells",98.33
"BTBR T+ tf/J",m,DOX_682,2,doxorubicin,0,ctrl,"T cells",97.36
"BTBR T+ tf/J",m,DOX_683,3,doxorubicin,0,ctrl,"T cells",101.02
"BTBR T+ tf/J",m,DOX_684,4,doxorubicin,0,ctrl,"T cells",103.28
"BTBR T+ tf/J",m,DOX_689,1,doxorubicin,0.046,A,"T cells",96.61
"BTBR T+ tf/J",m,DOX_690,2,doxorubicin,0.046,A,"T cells",96.29
"BTBR T+ tf/J",m,DOX_691,3,doxorubicin,0.046,A,"T cells",100.91
"BTBR T+ tf/J",m,DOX_692,4,doxorubicin,0.046,A,"T cells",101.99
"BTBR T+ tf/J",m,DOX_693,1,doxorubicin,0.137,B,"T cells",98.22
"BTBR T+ tf/J",m,DOX_694,2,doxorubicin,0.137,B,"T cells",96.50
"BTBR T+ tf/J",m,DOX_695,3,doxorubicin,0.137,B,"T cells",99.30
"BTBR T+ tf/J",m,DOX_696,4,doxorubicin,0.137,B,"T cells",99.19
"BTBR T+ tf/J",m,DOX_701,1,doxorubicin,1.235,C,"T cells",94.89
"BTBR T+ tf/J",m,DOX_702,2,doxorubicin,1.235,C,"T cells",98.66
"BTBR T+ tf/J",m,DOX_703,3,doxorubicin,1.235,C,"T cells",95.75
"BTBR T+ tf/J",m,DOX_704,4,doxorubicin,1.235,C,"T cells",95.54
"BTBR T+ tf/J",m,DOX_709,1,doxorubicin,11.111,D,"T cells",87.04
"BTBR T+ tf/J",m,DOX_710,2,doxorubicin,11.111,D,"T cells",80.26
"BTBR T+ tf/J",m,DOX_711,3,doxorubicin,11.111,D,"T cells",95.64
"BTBR T+ tf/J",m,DOX_712,4,doxorubicin,11.111,D,"T cells",96.83
"BTBR T+ tf/J",m,DOX_717,1,doxorubicin,100,E,"T cells",57.34
"BTBR T+ tf/J",m,DOX_718,2,doxorubicin,100,E,"T cells",52.50
"BTBR T+ tf/J",m,DOX_719,3,doxorubicin,100,E,"T cells",66.27
"BTBR T+ tf/J",m,DOX_720,4,doxorubicin,100,E,"T cells",67.46
"BTBR T+ tf/J",m,IDA_601,1,idarubicin,0,ctrl,"B cells",55.63
"BTBR T+ tf/J",m,IDA_602,2,idarubicin,0,ctrl,"B cells",136.72
"BTBR T+ tf/J",m,IDA_603,3,idarubicin,0,ctrl,"B cells",122.27
"BTBR T+ tf/J",m,IDA_604,4,idarubicin,0,ctrl,"B cells",85.38
"BTBR T+ tf/J",m,IDA_609,1,idarubicin,0.046,A,"B cells",65.64
"BTBR T+ tf/J",m,IDA_610,2,idarubicin,0.046,A,"B cells",122.85
"BTBR T+ tf/J",m,IDA_611,3,idarubicin,0.046,A,"B cells",119.27
"BTBR T+ tf/J",m,IDA_613,1,idarubicin,0.137,B,"B cells",62.92
"BTBR T+ tf/J",m,IDA_614,2,idarubicin,0.137,B,"B cells",98.68
"BTBR T+ tf/J",m,IDA_615,3,idarubicin,0.137,B,"B cells",76.22
"BTBR T+ tf/J",m,IDA_621,1,idarubicin,1.235,C,"B cells",12.60
"BTBR T+ tf/J",m,IDA_622,2,idarubicin,1.235,C,"B cells",37.04
"BTBR T+ tf/J",m,IDA_623,3,idarubicin,1.235,C,"B cells",30.75
"BTBR T+ tf/J",m,IDA_629,1,idarubicin,11.111,D,"B cells",10.10
"BTBR T+ tf/J",m,IDA_630,2,idarubicin,11.111,D,"B cells",4.23
"BTBR T+ tf/J",m,IDA_631,3,idarubicin,11.111,D,"B cells",17.59
"BTBR T+ tf/J",m,IDA_637,1,idarubicin,100,E,"B cells",0.43
"BTBR T+ tf/J",m,IDA_638,2,idarubicin,100,E,"B cells",0.37
"BTBR T+ tf/J",m,IDA_639,3,idarubicin,100,E,"B cells",0.16
"BTBR T+ tf/J",m,IDA_640,4,idarubicin,100,E,"B cells",0.30
"BTBR T+ tf/J",m,IDA_641,1,idarubicin,0,ctrl,monocytes,62.39
"BTBR T+ tf/J",m,IDA_642,2,idarubicin,0,ctrl,monocytes,120.92
"BTBR T+ tf/J",m,IDA_643,3,idarubicin,0,ctrl,monocytes,115.72
"BTBR T+ tf/J",m,IDA_644,4,idarubicin,0,ctrl,monocytes,100.97
"BTBR T+ tf/J",m,IDA_649,1,idarubicin,0.046,A,monocytes,64.81
"BTBR T+ tf/J",m,IDA_650,2,idarubicin,0.046,A,monocytes,111.00
"BTBR T+ tf/J",m,IDA_651,3,idarubicin,0.046,A,monocytes,109.31
"BTBR T+ tf/J",m,IDA_653,1,idarubicin,0.137,B,monocytes,66.99
"BTBR T+ tf/J",m,IDA_654,2,idarubicin,0.137,B,monocytes,110.04
"BTBR T+ tf/J",m,IDA_655,3,idarubicin,0.137,B,monocytes,89.00
"BTBR T+ tf/J",m,IDA_661,1,idarubicin,1.235,C,monocytes,35.67
"BTBR T+ tf/J",m,IDA_662,2,idarubicin,1.235,C,monocytes,46.92
"BTBR T+ tf/J",m,IDA_663,3,idarubicin,1.235,C,monocytes,35.31
"BTBR T+ tf/J",m,IDA_669,1,idarubicin,11.111,D,monocytes,32.53
"BTBR T+ tf/J",m,IDA_670,2,idarubicin,11.111,D,monocytes,31.68
"BTBR T+ tf/J",m,IDA_671,3,idarubicin,11.111,D,monocytes,59.37
"BTBR T+ tf/J",m,IDA_677,1,idarubicin,100,E,monocytes,12.82
"BTBR T+ tf/J",m,IDA_678,2,idarubicin,100,E,monocytes,14.27
"BTBR T+ tf/J",m,IDA_679,3,idarubicin,100,E,monocytes,2.82
"BTBR T+ tf/J",m,IDA_680,4,idarubicin,100,E,monocytes,8.85
"BTBR T+ tf/J",m,IDA_681,1,idarubicin,0,ctrl,"T cells",95.70
"BTBR T+ tf/J",m,IDA_682,2,idarubicin,0,ctrl,"T cells",102.39
"BTBR T+ tf/J",m,IDA_683,3,idarubicin,0,ctrl,"T cells",101.36
"BTBR T+ tf/J",m,IDA_684,4,idarubicin,0,ctrl,"T cells",100.54
"BTBR T+ tf/J",m,IDA_689,1,idarubicin,0.046,A,"T cells",95.60
"BTBR T+ tf/J",m,IDA_690,2,idarubicin,0.046,A,"T cells",101.16
"BTBR T+ tf/J",m,IDA_691,3,idarubicin,0.046,A,"T cells",101.05
"BTBR T+ tf/J",m,IDA_693,1,idarubicin,0.137,B,"T cells",95.19
"BTBR T+ tf/J",m,IDA_694,2,idarubicin,0.137,B,"T cells",100.23
"BTBR T+ tf/J",m,IDA_695,3,idarubicin,0.137,B,"T cells",99.00
"BTBR T+ tf/J",m,IDA_701,1,idarubicin,1.235,C,"T cells",94.06
"BTBR T+ tf/J",m,IDA_702,2,idarubicin,1.235,C,"T cells",96.84
"BTBR T+ tf/J",m,IDA_703,3,idarubicin,1.235,C,"T cells",91.18
"BTBR T+ tf/J",m,IDA_709,1,idarubicin,11.111,D,"T cells",13.07
"BTBR T+ tf/J",m,IDA_710,2,idarubicin,11.111,D,"T cells",7.05
"BTBR T+ tf/J",m,IDA_711,3,idarubicin,11.111,D,"T cells",25.01
"BTBR T+ tf/J",m,IDA_717,1,idarubicin,100,E,"T cells",0.35
"BTBR T+ tf/J",m,IDA_718,2,idarubicin,100,E,"T cells",0.26
"BTBR T+ tf/J",m,IDA_719,3,idarubicin,100,E,"T cells",0.46
"BTBR T+ tf/J",m,IDA_720,4,idarubicin,100,E,"T cells",2.05
"BTBR T+ tf/J",m,SEL_601,1,selumetinib,0,ctrl,"B cells",83.51
"BTBR T+ tf/J",m,SEL_602,2,selumetinib,0,ctrl,"B cells",123.74
"BTBR T+ tf/J",m,SEL_603,3,selumetinib,0,ctrl,"B cells",82.88
"BTBR T+ tf/J",m,SEL_604,4,selumetinib,0,ctrl,"B cells",109.87
"BTBR T+ tf/J",m,SEL_609,1,selumetinib,0.046,A,"B cells",113.81
"BTBR T+ tf/J",m,SEL_610,2,selumetinib,0.046,A,"B cells",103.76
"BTBR T+ tf/J",m,SEL_611,3,selumetinib,0.046,A,"B cells",59.71
"BTBR T+ tf/J",m,SEL_612,4,selumetinib,0.046,A,"B cells",103.76
"BTBR T+ tf/J",m,SEL_613,1,selumetinib,0.137,B,"B cells",81.09
"BTBR T+ tf/J",m,SEL_614,2,selumetinib,0.137,B,"B cells",94.97
"BTBR T+ tf/J",m,SEL_615,3,selumetinib,0.137,B,"B cells",74.73
"BTBR T+ tf/J",m,SEL_616,4,selumetinib,0.137,B,"B cells",85.42
"BTBR T+ tf/J",m,SEL_621,1,selumetinib,1.235,C,"B cells",100.95
"BTBR T+ tf/J",m,SEL_622,2,selumetinib,1.235,C,"B cells",86.57
"BTBR T+ tf/J",m,SEL_623,3,selumetinib,1.235,C,"B cells",59.33
"BTBR T+ tf/J",m,SEL_624,4,selumetinib,1.235,C,"B cells",72.82
"BTBR T+ tf/J",m,SEL_629,1,selumetinib,11.111,D,"B cells",87.71
"BTBR T+ tf/J",m,SEL_630,2,selumetinib,11.111,D,"B cells",70.15
"BTBR T+ tf/J",m,SEL_631,3,selumetinib,11.111,D,"B cells",39.47
"BTBR T+ tf/J",m,SEL_632,4,selumetinib,11.111,D,"B cells",59.45
"BTBR T+ tf/J",m,SEL_637,1,selumetinib,100,E,"B cells",78.42
"BTBR T+ tf/J",m,SEL_638,2,selumetinib,100,E,"B cells",46.85
"BTBR T+ tf/J",m,SEL_639,3,selumetinib,100,E,"B cells",36.28
"BTBR T+ tf/J",m,SEL_640,4,selumetinib,100,E,"B cells",32.46
"BTBR T+ tf/J",m,SEL_641,1,selumetinib,0,ctrl,monocytes,92.20
"BTBR T+ tf/J",m,SEL_642,2,selumetinib,0,ctrl,monocytes,106.84
"BTBR T+ tf/J",m,SEL_643,3,selumetinib,0,ctrl,monocytes,97.44
"BTBR T+ tf/J",m,SEL_644,4,selumetinib,0,ctrl,monocytes,103.53
"BTBR T+ tf/J",m,SEL_649,1,selumetinib,0.046,A,monocytes,101.50
"BTBR T+ tf/J",m,SEL_650,2,selumetinib,0.046,A,monocytes,98.72
"BTBR T+ tf/J",m,SEL_651,3,selumetinib,0.046,A,monocytes,89.53
"BTBR T+ tf/J",m,SEL_652,4,selumetinib,0.046,A,monocytes,97.86
"BTBR T+ tf/J",m,SEL_653,1,selumetinib,0.137,B,monocytes,90.38
"BTBR T+ tf/J",m,SEL_654,2,selumetinib,0.137,B,monocytes,100.85
"BTBR T+ tf/J",m,SEL_655,3,selumetinib,0.137,B,monocytes,98.18
"BTBR T+ tf/J",m,SEL_656,4,selumetinib,0.137,B,monocytes,87.93
"BTBR T+ tf/J",m,SEL_661,1,selumetinib,1.235,C,monocytes,96.37
"BTBR T+ tf/J",m,SEL_662,2,selumetinib,1.235,C,monocytes,90.60
"BTBR T+ tf/J",m,SEL_663,3,selumetinib,1.235,C,monocytes,75.64
"BTBR T+ tf/J",m,SEL_664,4,selumetinib,1.235,C,monocytes,77.24
"BTBR T+ tf/J",m,SEL_669,1,selumetinib,11.111,D,monocytes,89.32
"BTBR T+ tf/J",m,SEL_670,2,selumetinib,11.111,D,monocytes,82.05
"BTBR T+ tf/J",m,SEL_671,3,selumetinib,11.111,D,monocytes,45.09
"BTBR T+ tf/J",m,SEL_672,4,selumetinib,11.111,D,monocytes,66.67
"BTBR T+ tf/J",m,SEL_677,1,selumetinib,100,E,monocytes,91.99
"BTBR T+ tf/J",m,SEL_678,2,selumetinib,100,E,monocytes,73.50
"BTBR T+ tf/J",m,SEL_679,3,selumetinib,100,E,monocytes,48.82
"BTBR T+ tf/J",m,SEL_680,4,selumetinib,100,E,monocytes,49.68
"BTBR T+ tf/J",m,SEL_681,1,selumetinib,0,ctrl,"T cells",98.96
"BTBR T+ tf/J",m,SEL_682,2,selumetinib,0,ctrl,"T cells",100.78
"BTBR T+ tf/J",m,SEL_683,3,selumetinib,0,ctrl,"T cells",99.77
"BTBR T+ tf/J",m,SEL_684,4,selumetinib,0,ctrl,"T cells",100.48
"BTBR T+ tf/J",m,SEL_689,1,selumetinib,0.046,A,"T cells",100.18
"BTBR T+ tf/J",m,SEL_690,2,selumetinib,0.046,A,"T cells",99.87
"BTBR T+ tf/J",m,SEL_691,3,selumetinib,0.046,A,"T cells",98.16
"BTBR T+ tf/J",m,SEL_692,4,selumetinib,0.046,A,"T cells",99.87
"BTBR T+ tf/J",m,SEL_693,1,selumetinib,0.137,B,"T cells",97.75
"BTBR T+ tf/J",m,SEL_694,2,selumetinib,0.137,B,"T cells",100.28
"BTBR T+ tf/J",m,SEL_695,3,selumetinib,0.137,B,"T cells",98.36
"BTBR T+ tf/J",m,SEL_696,4,selumetinib,0.137,B,"T cells",97.55
"BTBR T+ tf/J",m,SEL_701,1,selumetinib,1.235,C,"T cells",98.86
"BTBR T+ tf/J",m,SEL_702,2,selumetinib,1.235,C,"T cells",98.66
"BTBR T+ tf/J",m,SEL_703,3,selumetinib,1.235,C,"T cells",96.13
"BTBR T+ tf/J",m,SEL_704,4,selumetinib,1.235,C,"T cells",95.73
"BTBR T+ tf/J",m,SEL_709,1,selumetinib,11.111,D,"T cells",98.56
"BTBR T+ tf/J",m,SEL_710,2,selumetinib,11.111,D,"T cells",97.35
"BTBR T+ tf/J",m,SEL_711,3,selumetinib,11.111,D,"T cells",94.01
"BTBR T+ tf/J",m,SEL_712,4,selumetinib,11.111,D,"T cells",95.22
"BTBR T+ tf/J",m,SEL_717,1,selumetinib,100,E,"T cells",97.75
"BTBR T+ tf/J",m,SEL_718,2,selumetinib,100,E,"T cells",97.14
"BTBR T+ tf/J",m,SEL_719,3,selumetinib,100,E,"T cells",92.49
"BTBR T+ tf/J",m,SEL_720,4,selumetinib,100,E,"T cells",91.58
BUB/BnJ,m,BEZ_721,1,BEZ235,0,ctrl,"B cells",117.04
BUB/BnJ,m,BEZ_722,2,BEZ235,0,ctrl,"B cells",84.06
BUB/BnJ,m,BEZ_723,3,BEZ235,0,ctrl,"B cells",99.33
BUB/BnJ,m,BEZ_724,4,BEZ235,0,ctrl,"B cells",99.57
BUB/BnJ,m,BEZ_729,1,BEZ235,0.046,A,"B cells",113.74
BUB/BnJ,m,BEZ_730,2,BEZ235,0.046,A,"B cells",99.82
BUB/BnJ,m,BEZ_731,3,BEZ235,0.046,A,"B cells",109.59
BUB/BnJ,m,BEZ_732,4,BEZ235,0.046,A,"B cells",89.43
BUB/BnJ,m,BEZ_733,1,BEZ235,0.137,B,"B cells",115.58
BUB/BnJ,m,BEZ_734,2,BEZ235,0.137,B,"B cells",91.88
BUB/BnJ,m,BEZ_735,3,BEZ235,0.137,B,"B cells",109.59
BUB/BnJ,m,BEZ_736,4,BEZ235,0.137,B,"B cells",98.35
BUB/BnJ,m,BEZ_741,1,BEZ235,1.235,C,"B cells",88.21
BUB/BnJ,m,BEZ_742,2,BEZ235,1.235,C,"B cells",112.28
BUB/BnJ,m,BEZ_743,3,BEZ235,1.235,C,"B cells",90.41
BUB/BnJ,m,BEZ_744,4,BEZ235,1.235,C,"B cells",80.51
BUB/BnJ,m,BEZ_749,1,BEZ235,11.111,D,"B cells",69.03
BUB/BnJ,m,BEZ_750,2,BEZ235,11.111,D,"B cells",82.10
BUB/BnJ,m,BEZ_751,3,BEZ235,11.111,D,"B cells",58.52
BUB/BnJ,m,BEZ_752,4,BEZ235,11.111,D,"B cells",106.78
BUB/BnJ,m,BEZ_757,1,BEZ235,100,E,"B cells",79.29
BUB/BnJ,m,BEZ_758,2,BEZ235,100,E,"B cells",62.55
BUB/BnJ,m,BEZ_759,3,BEZ235,100,E,"B cells",69.03
BUB/BnJ,m,BEZ_760,4,BEZ235,100,E,"B cells",82.47
BUB/BnJ,m,BEZ_761,1,BEZ235,0,ctrl,monocytes,103.64
BUB/BnJ,m,BEZ_762,2,BEZ235,0,ctrl,monocytes,104.66
BUB/BnJ,m,BEZ_763,3,BEZ235,0,ctrl,monocytes,93.48
BUB/BnJ,m,BEZ_764,4,BEZ235,0,ctrl,monocytes,98.22
BUB/BnJ,m,BEZ_769,1,BEZ235,0.046,A,monocytes,103.53
BUB/BnJ,m,BEZ_770,2,BEZ235,0.046,A,monocytes,99.58
BUB/BnJ,m,BEZ_771,3,BEZ235,0.046,A,monocytes,99.35
BUB/BnJ,m,BEZ_772,4,BEZ235,0.046,A,monocytes,94.83
BUB/BnJ,m,BEZ_773,1,BEZ235,0.137,B,monocytes,108.04
BUB/BnJ,m,BEZ_774,2,BEZ235,0.137,B,monocytes,94.83
BUB/BnJ,m,BEZ_775,3,BEZ235,0.137,B,monocytes,96.75
BUB/BnJ,m,BEZ_776,4,BEZ235,0.137,B,monocytes,100.25
BUB/BnJ,m,BEZ_781,1,BEZ235,1.235,C,monocytes,96.98
BUB/BnJ,m,BEZ_782,2,BEZ235,1.235,C,monocytes,107.25
BUB/BnJ,m,BEZ_783,3,BEZ235,1.235,C,monocytes,95.74
BUB/BnJ,m,BEZ_784,4,BEZ235,1.235,C,monocytes,101.72
BUB/BnJ,m,BEZ_789,1,BEZ235,11.111,D,monocytes,95.85
BUB/BnJ,m,BEZ_790,2,BEZ235,11.111,D,monocytes,100.82
BUB/BnJ,m,BEZ_791,3,BEZ235,11.111,D,monocytes,96.30
BUB/BnJ,m,BEZ_792,4,BEZ235,11.111,D,monocytes,102.85
BUB/BnJ,m,BEZ_797,1,BEZ235,100,E,monocytes,73.50
BUB/BnJ,m,BEZ_798,2,BEZ235,100,E,monocytes,87.38
BUB/BnJ,m,BEZ_799,3,BEZ235,100,E,monocytes,70.90
BUB/BnJ,m,BEZ_800,4,BEZ235,100,E,monocytes,67.85
BUB/BnJ,m,BEZ_801,1,BEZ235,0,ctrl,"T cells",101.71
BUB/BnJ,m,BEZ_802,2,BEZ235,0,ctrl,"T cells",99.12
BUB/BnJ,m,BEZ_803,3,BEZ235,0,ctrl,"T cells",98.91
BUB/BnJ,m,BEZ_804,4,BEZ235,0,ctrl,"T cells",100.26
BUB/BnJ,m,BEZ_809,1,BEZ235,0.046,A,"T cells",101.91
BUB/BnJ,m,BEZ_810,2,BEZ235,0.046,A,"T cells",99.64
BUB/BnJ,m,BEZ_811,3,BEZ235,0.046,A,"T cells",100.26
BUB/BnJ,m,BEZ_812,4,BEZ235,0.046,A,"T cells",99.74
BUB/BnJ,m,BEZ_813,1,BEZ235,0.137,B,"T cells",102.22
BUB/BnJ,m,BEZ_814,2,BEZ235,0.137,B,"T cells",97.36
BUB/BnJ,m,BEZ_815,3,BEZ235,0.137,B,"T cells",99.43
BUB/BnJ,m,BEZ_816,4,BEZ235,0.137,B,"T cells",99.02
BUB/BnJ,m,BEZ_821,1,BEZ235,1.235,C,"T cells",98.50
BUB/BnJ,m,BEZ_822,2,BEZ235,1.235,C,"T cells",101.91
BUB/BnJ,m,BEZ_823,3,BEZ235,1.235,C,"T cells",97.57
BUB/BnJ,m,BEZ_824,4,BEZ235,1.235,C,"T cells",98.09
BUB/BnJ,m,BEZ_829,1,BEZ235,11.111,D,"T cells",96.54
BUB/BnJ,m,BEZ_830,2,BEZ235,11.111,D,"T cells",98.40
BUB/BnJ,m,BEZ_831,3,BEZ235,11.111,D,"T cells",94.47
BUB/BnJ,m,BEZ_832,4,BEZ235,11.111,D,"T cells",100.98
BUB/BnJ,m,BEZ_837,1,BEZ235,100,E,"T cells",94.47
BUB/BnJ,m,BEZ_838,2,BEZ235,100,E,"T cells",95.81
BUB/BnJ,m,BEZ_839,3,BEZ235,100,E,"T cells",89.61
BUB/BnJ,m,BEZ_840,4,BEZ235,100,E,"T cells",94.37
BUB/BnJ,m,SEL_721,1,selumetinib,0,ctrl,"B cells",104.83
BUB/BnJ,m,SEL_722,2,selumetinib,0,ctrl,"B cells",98.73
BUB/BnJ,m,SEL_723,3,selumetinib,0,ctrl,"B cells",98.98
BUB/BnJ,m,SEL_724,4,selumetinib,0,ctrl,"B cells",97.46
BUB/BnJ,m,SEL_729,1,selumetinib,0.046,A,"B cells",108.13
BUB/BnJ,m,SEL_730,2,selumetinib,0.046,A,"B cells",94.03
BUB/BnJ,m,SEL_731,3,selumetinib,0.046,A,"B cells",109.40
BUB/BnJ,m,SEL_732,4,selumetinib,0.046,A,"B cells",94.79
BUB/BnJ,m,SEL_733,1,selumetinib,0.137,B,"B cells",105.72
BUB/BnJ,m,SEL_734,2,selumetinib,0.137,B,"B cells",82.85
BUB/BnJ,m,SEL_735,3,selumetinib,0.137,B,"B cells",111.05
BUB/BnJ,m,SEL_736,4,selumetinib,0.137,B,"B cells",104.07
BUB/BnJ,m,SEL_741,1,selumetinib,1.235,C,"B cells",100.13
BUB/BnJ,m,SEL_742,2,selumetinib,1.235,C,"B cells",96.44
BUB/BnJ,m,SEL_743,3,selumetinib,1.235,C,"B cells",111.05
BUB/BnJ,m,SEL_744,4,selumetinib,1.235,C,"B cells",83.10
BUB/BnJ,m,SEL_749,1,selumetinib,11.111,D,"B cells",100.64
BUB/BnJ,m,SEL_750,2,selumetinib,11.111,D,"B cells",92.25
BUB/BnJ,m,SEL_751,3,selumetinib,11.111,D,"B cells",113.21
BUB/BnJ,m,SEL_752,4,selumetinib,11.111,D,"B cells",85.77
BUB/BnJ,m,SEL_757,1,selumetinib,100,E,"B cells",90.60
BUB/BnJ,m,SEL_758,2,selumetinib,100,E,"B cells",120.46
BUB/BnJ,m,SEL_759,3,selumetinib,100,E,"B cells",124.90
BUB/BnJ,m,SEL_760,4,selumetinib,100,E,"B cells",99.75
BUB/BnJ,m,SEL_761,1,selumetinib,0,ctrl,monocytes,97.04
BUB/BnJ,m,SEL_762,2,selumetinib,0,ctrl,monocytes,102.80
BUB/BnJ,m,SEL_763,3,selumetinib,0,ctrl,monocytes,105.08
BUB/BnJ,m,SEL_764,4,selumetinib,0,ctrl,monocytes,95.08
BUB/BnJ,m,SEL_769,1,selumetinib,0.046,A,monocytes,95.73
BUB/BnJ,m,SEL_770,2,selumetinib,0.046,A,monocytes,89.65
BUB/BnJ,m,SEL_771,3,selumetinib,0.046,A,monocytes,99.76
BUB/BnJ,m,SEL_772,4,selumetinib,0.046,A,monocytes,94.65
BUB/BnJ,m,SEL_773,1,selumetinib,0.137,B,monocytes,97.80
BUB/BnJ,m,SEL_774,2,selumetinib,0.137,B,monocytes,86.72
BUB/BnJ,m,SEL_775,3,selumetinib,0.137,B,monocytes,98.56
BUB/BnJ,m,SEL_776,4,selumetinib,0.137,B,monocytes,94.00
BUB/BnJ,m,SEL_781,1,selumetinib,1.235,C,monocytes,93.67
BUB/BnJ,m,SEL_782,2,selumetinib,1.235,C,monocytes,93.89
BUB/BnJ,m,SEL_783,3,selumetinib,1.235,C,monocytes,98.02
BUB/BnJ,m,SEL_784,4,selumetinib,1.235,C,monocytes,88.56
BUB/BnJ,m,SEL_789,1,selumetinib,11.111,D,monocytes,98.23
BUB/BnJ,m,SEL_790,2,selumetinib,11.111,D,monocytes,97.26
BUB/BnJ,m,SEL_791,3,selumetinib,11.111,D,monocytes,97.80
BUB/BnJ,m,SEL_792,4,selumetinib,11.111,D,monocytes,89.11
BUB/BnJ,m,SEL_797,1,selumetinib,100,E,monocytes,91.93
BUB/BnJ,m,SEL_798,2,selumetinib,100,E,monocytes,96.06
BUB/BnJ,m,SEL_799,3,selumetinib,100,E,monocytes,51.73
BUB/BnJ,m,SEL_800,4,selumetinib,100,E,monocytes,64.11
BUB/BnJ,m,SEL_801,1,selumetinib,0,ctrl,"T cells",100.08
BUB/BnJ,m,SEL_802,2,selumetinib,0,ctrl,"T cells",99.56
BUB/BnJ,m,SEL_803,3,selumetinib,0,ctrl,"T cells",100.69
BUB/BnJ,m,SEL_804,4,selumetinib,0,ctrl,"T cells",99.67
BUB/BnJ,m,SEL_809,1,selumetinib,0.046,A,"T cells",100.08
BUB/BnJ,m,SEL_810,2,selumetinib,0.046,A,"T cells",97.92
BUB/BnJ,m,SEL_811,3,selumetinib,0.046,A,"T cells",100.59
BUB/BnJ,m,SEL_812,4,selumetinib,0.046,A,"T cells",98.74
BUB/BnJ,m,SEL_813,1,selumetinib,0.137,B,"T cells",99.46
BUB/BnJ,m,SEL_814,2,selumetinib,0.137,B,"T cells",97.09
BUB/BnJ,m,SEL_815,3,selumetinib,0.137,B,"T cells",100.69
BUB/BnJ,m,SEL_816,4,selumetinib,0.137,B,"T cells",98.74
BUB/BnJ,m,SEL_821,1,selumetinib,1.235,C,"T cells",99.56
BUB/BnJ,m,SEL_822,2,selumetinib,1.235,C,"T cells",98.12
BUB/BnJ,m,SEL_823,3,selumetinib,1.235,C,"T cells",100.28
BUB/BnJ,m,SEL_824,4,selumetinib,1.235,C,"T cells",96.16
BUB/BnJ,m,SEL_829,1,selumetinib,11.111,D,"T cells",99.77
BUB/BnJ,m,SEL_830,2,selumetinib,11.111,D,"T cells",99.05
BUB/BnJ,m,SEL_831,3,selumetinib,11.111,D,"T cells",100.49
BUB/BnJ,m,SEL_832,4,selumetinib,11.111,D,"T cells",97.61
